order_id,user_id,restaurant_id,timestamp,amount,rating,items_count
FO000132,U0303,R0069,2026-03-14T19:30:00,567.0,4,4
FO000133,U0261,R0071,2025-11-07T11:07:00,275.0,4,2
FO000134,U0321,R0034,2025-10-08T11:53:00,148.0,5,1
FO000135,U0497,R0045,2026-01-06T13:09:00,312.0,4,1
FO000136,U0389,R0019,2026-03-19T23:50:00,426.0,3,4
FO000137,U0251,R0129,2025-12-06T20:34:00,112.0,5,1
FO000138,U0220,R0030,2026-01-07T19:28:00,422.0,0,2
FO000139,U0285,R0168,2025-12-17T13:31:00,401.0,3,4
FO000140,U0249,R0195,2025-10-29T19:42:00,488.0,4,5
FO000141,U0240,R0121,2026-02-21T09:25:00,284.0,4,4
FO000142,U0315,R0173,2025-12-30T17:20:00,143.0,4,1
FO000143,U0065,R0093,2025-12-29T08:48:00,724.0,3,4
FO000144,U0049,R0109,2025-12-28T21:22:00,140.0,0,2
FO000145,U0120,R0165,2025-12-19T21:04:00,708.0,0,3
FO000146,U0086,R0005,2026-02-15T19:42:00,704.0,4,5
FO000147,U0461,R0107,2025-12-08T19:37:00,116.0,3,4
FO000148,U0292,R0099,2025-12-22T19:06:00,584.0,0,3
FO000149,U0254,R0128,2026-03-20T20:19:00,354.0,4,2
FO000150,U0254,R0162,2025-10-20T14:18:00,286.0,3,5
FO000151,U0205,R0057,2026-03-09T10:45:00,691.0,0,5
FO000152,U0172,R0069,2025-10-18T20:30:00,399.0,3,1
FO000153,U0333,R0077,2026-02-07T21:42:00,478.0,0,4
FO000154,U0205,R0064,2026-03-09T21:48:00,483.0,0,5
FO000155,U0441,R0047,2026-02-25T21:52:00,620.0,4,3
FO000156,U0479,R0163,2026-02-14T21:59:00,496.0,5,1
FO000157,U0267,R0051,2026-01-02T12:09:00,623.0,5,3
FO000158,U0432,R0111,2026-01-14T11:40:00,242.0,4,3
FO000159,U0421,R0073,2026-03-15T21:38:00,265.0,0,1
FO000160,U0076,R0049,2025-10-08T13:29:00,440.0,4,4
FO000161,U0331,R0009,2025-11-21T12:01:00,281.0,5,3
FO000162,U0337,R0140,2025-11-15T11:46:00,440.0,0,1
FO000163,U0440,R0021,2025-12-20T11:57:00,769.0,3,1
FO000164,U0203,R0185,2025-11-05T20:47:00,450.0,0,5
FO000165,U0340,R0148,2026-02-12T11:15:00,520.0,5,3
FO000166,U0168,R0149,2026-01-08T15:59:00,396.0,0,1
FO000167,U0089,R0054,2025-12-10T13:55:00,513.0,4,5
FO000168,U0191,R0179,2025-10-29T19:30:00,578.0,3,2
FO000169,U0185,R0121,2026-01-03T08:41:00,777.0,4,1
FO000170,U0430,R0189,2026-03-19T09:44:00,742.0,5,2
FO000171,U0129,R0141,2026-01-07T21:23:00,732.0,5,1
FO000172,U0273,R0060,2026-01-22T19:59:00,785.0,3,3
FO000173,U0046,R0193,2025-11-30T12:58:00,407.0,3,4
FO000174,U0404,R0008,2025-12-10T23:30:00,616.0,5,3
FO000175,U0367,R0108,2025-10-26T16:32:00,146.0,4,5
FO000176,U0373,R0140,2025-12-23T11:48:00,136.0,5,2
FO000177,U0322,R0113,2026-03-14T19:12:00,540.0,3,5
FO000178,U0042,R0028,2025-11-10T21:49:00,681.0,5,2
FO000179,U0433,R0152,2026-03-25T13:28:00,435.0,5,2
FO000180,U0133,R0044,2026-03-25T13:51:00,297.0,0,4
FO000181,U0188,R0046,2026-01-09T15:01:00,764.0,4,5
FO000182,U0320,R0058,2025-10-23T14:16:00,591.0,0,1
FO000183,U0205,R0158,2026-01-18T12:05:00,771.0,0,5
FO000184,U0060,R0003,2026-02-12T19:52:00,572.0,0,2
FO000185,U0365,R0052,2025-11-18T16:18:00,623.0,4,2
FO000186,U0220,R0052,2026-03-03T13:46:00,574.0,4,2
FO000187,U0209,R0037,2025-10-08T13:15:00,532.0,0,3
FO000188,U0298,R0175,2026-03-15T11:30:00,193.0,3,4
FO000189,U0351,R0054,2026-01-07T16:04:00,167.0,0,1
FO000190,U0170,R0060,2026-01-29T09:00:00,278.0,4,4
FO000191,U0154,R0101,2026-03-21T20:02:00,506.0,3,2
FO000192,U0257,R0126,2025-12-26T12:05:00,322.0,4,4
FO000193,U0072,R0066,2025-10-30T12:31:00,710.0,5,3
FO000194,U0382,R0092,2026-01-19T13:39:00,681.0,3,5
FO000195,U0160,R0111,2025-11-12T19:48:00,765.0,4,4
FO000196,U0027,R0048,2025-11-08T12:02:00,429.0,0,4
FO000197,U0223,R0029,2026-02-04T13:45:00,493.0,4,4
FO000198,U0057,R0184,2025-11-07T11:13:00,708.0,0,2
FO000199,U0383,R0130,2025-12-09T21:37:00,249.0,0,5
FO000200,U0392,R0146,2025-11-16T11:15:00,638.0,5,1
FO000201,U0454,R0084,2025-10-07T21:07:00,376.0,4,1
FO000202,U0428,R0082,2025-11-09T19:53:00,595.0,4,4
FO000203,U0321,R0068,2026-03-02T13:02:00,559.0,4,3
FO000204,U0485,R0187,2026-02-23T11:51:00,551.0,3,1
FO000205,U0380,R0018,2026-02-18T20:05:00,379.0,0,2
FO000206,U0494,R0197,2026-01-11T12:10:00,372.0,4,3
FO000207,U0331,R0192,2026-03-17T13:31:00,661.0,5,3
FO000208,U0462,R0175,2026-03-04T21:06:00,682.0,4,2
FO000209,U0250,R0114,2026-01-08T20:38:00,396.0,5,4
FO000210,U0415,R0094,2026-03-07T21:27:00,165.0,4,3
FO000211,U0498,R0118,2026-03-23T21:45:00,209.0,4,5
FO000212,U0322,R0165,2026-02-12T19:27:00,155.0,5,4
FO000213,U0153,R0038,2025-11-02T13:53:00,274.0,4,3
FO000214,U0291,R0012,2026-02-19T11:32:00,175.0,4,4
FO000215,U0048,R0118,2026-03-19T16:22:00,278.0,0,5
FO000216,U0008,R0029,2026-03-19T12:53:00,375.0,0,4
FO000217,U0448,R0180,2025-12-16T21:29:00,630.0,4,5
FO000218,U0413,R0067,2025-12-27T13:13:00,230.0,5,5
FO000219,U0132,R0172,2025-10-28T11:00:00,376.0,0,2
FO000220,U0335,R0122,2026-01-26T21:47:00,521.0,4,3
FO000221,U0316,R0157,2026-01-01T21:43:00,376.0,3,1
FO000222,U0064,R0034,2025-10-04T11:44:00,779.0,5,1
FO000223,U0107,R0123,2026-03-16T12:27:00,689.0,5,5
FO000224,U0097,R0022,2025-12-17T12:30:00,395.0,0,2
FO000225,U0462,R0039,2026-03-29T19:30:00,114.0,4,5
FO000226,U0124,R0051,2025-12-15T19:03:00,334.0,0,4
FO000227,U0212,R0126,2026-02-26T20:18:00,126.0,4,4
FO000228,U0262,R0151,2026-03-06T23:14:00,600.0,4,1
FO000229,U0216,R0147,2025-12-20T13:57:00,554.0,4,1
FO000230,U0253,R0159,2026-03-15T21:27:00,115.0,3,2
FO000231,U0240,R0088,2026-01-21T12:37:00,736.0,3,5
FO000232,U0436,R0183,2026-03-18T13:46:00,598.0,4,3
FO000233,U0407,R0120,2025-11-11T13:44:00,624.0,5,4
FO000234,U0066,R0044,2025-11-21T19:06:00,655.0,4,3
FO000235,U0120,R0053,2026-02-20T11:22:00,717.0,3,2
FO000236,U0089,R0128,2025-10-09T18:27:00,180.0,0,1
FO000237,U0287,R0057,2026-02-02T13:50:00,349.0,0,5
FO000238,U0136,R0038,2026-03-26T11:45:00,135.0,4,4
FO000239,U0492,R0193,2025-10-29T11:52:00,494.0,4,1
FO000240,U0085,R0161,2025-10-31T19:10:00,610.0,5,4
FO000241,U0390,R0129,2026-02-05T11:09:00,553.0,3,2
FO000242,U0062,R0051,2026-01-21T08:15:00,684.0,4,3
FO000243,U0146,R0129,2025-11-13T13:45:00,628.0,3,2
FO000244,U0077,R0192,2026-02-13T12:08:00,661.0,4,4
FO000245,U0459,R0117,2026-02-10T19:01:00,410.0,5,1
FO000246,U0367,R0132,2025-10-18T13:25:00,787.0,0,4
FO000247,U0031,R0100,2025-10-10T21:09:00,732.0,0,5
FO000248,U0498,R0075,2026-01-16T21:44:00,488.0,3,3
FO000249,U0465,R0088,2025-10-03T12:44:00,383.0,5,2
FO000250,U0454,R0139,2026-03-09T22:44:00,342.0,5,4
FO000251,U0397,R0050,2025-12-17T20:21:00,373.0,5,2
FO000252,U0266,R0138,2025-12-12T20:35:00,319.0,3,2
FO000253,U0011,R0007,2026-02-16T12:53:00,642.0,5,4
FO000254,U0258,R0028,2025-10-16T16:40:00,455.0,0,1
FO000255,U0387,R0166,2025-11-01T20:47:00,104.0,3,2
FO000256,U0412,R0190,2026-02-26T21:42:00,473.0,4,2
FO000257,U0179,R0076,2025-12-12T21:36:00,571.0,5,4
FO000258,U0266,R0188,2025-12-03T20:37:00,235.0,5,3
FO000259,U0232,R0025,2025-11-07T21:05:00,165.0,4,2
FO000260,U0243,R0054,2026-01-23T21:33:00,382.0,4,5
FO000261,U0398,R0101,2025-12-07T21:27:00,798.0,5,4
FO000262,U0374,R0106,2025-11-11T12:31:00,598.0,0,5
FO000263,U0441,R0135,2025-10-31T19:30:00,123.0,0,5
FO000264,U0189,R0030,2026-03-04T11:07:00,359.0,3,1
FO000265,U0267,R0039,2025-10-31T13:19:00,306.0,0,2
FO000266,U0072,R0150,2026-01-16T13:56:00,298.0,0,4
FO000267,U0001,R0031,2026-02-18T11:26:00,437.0,3,5
FO000268,U0231,R0086,2026-01-05T21:53:00,524.0,5,2
FO000269,U0258,R0162,2026-01-26T22:09:00,706.0,3,1
FO000270,U0409,R0159,2026-03-20T19:14:00,730.0,3,5
FO000271,U0023,R0171,2026-01-22T10:55:00,216.0,0,5
FO000272,U0322,R0197,2025-12-19T11:41:00,492.0,0,5
FO000273,U0277,R0147,2025-10-14T14:48:00,433.0,0,1
FO000274,U0337,R0136,2025-11-16T16:50:00,244.0,5,5
FO000275,U0227,R0021,2026-02-14T19:37:00,131.0,5,1
FO000276,U0174,R0111,2025-11-16T20:20:00,367.0,0,1
FO000277,U0050,R0138,2025-11-13T12:16:00,638.0,0,3
FO000278,U0487,R0104,2026-03-23T20:20:00,227.0,5,1
FO000279,U0152,R0099,2025-10-26T19:57:00,327.0,4,1
FO000280,U0026,R0051,2025-12-01T15:31:00,456.0,4,4
FO000281,U0486,R0029,2025-12-08T19:35:00,385.0,4,1
FO000282,U0208,R0162,2025-11-29T08:17:00,488.0,4,1
FO000283,U0126,R0195,2026-02-20T12:19:00,498.0,4,1
FO000284,U0433,R0162,2026-02-06T12:23:00,478.0,0,2
FO000285,U0275,R0108,2026-02-20T11:52:00,425.0,5,5
FO000286,U0148,R0167,2025-11-12T19:17:00,519.0,5,4
FO000287,U0179,R0161,2025-11-24T20:18:00,132.0,5,5
FO000288,U0288,R0017,2025-12-16T21:07:00,681.0,5,5
FO000289,U0143,R0110,2025-11-23T13:56:00,577.0,3,3
FO000290,U0385,R0181,2026-01-24T21:20:00,339.0,4,5
FO000291,U0168,R0004,2026-03-27T11:38:00,434.0,0,2
FO000292,U0211,R0142,2026-03-28T20:34:00,157.0,5,1
FO000293,U0275,R0007,2026-03-21T11:22:00,780.0,4,5
FO000294,U0183,R0099,2025-11-15T08:07:00,424.0,0,4
FO000295,U0004,R0056,2025-10-06T19:12:00,163.0,4,3
FO000296,U0413,R0183,2025-11-26T19:23:00,126.0,4,5
FO000297,U0107,R0001,2025-11-20T20:07:00,709.0,4,5
FO000298,U0252,R0043,2026-02-19T21:36:00,571.0,4,5
FO000299,U0089,R0016,2026-02-28T11:08:00,282.0,4,2
FO000300,U0451,R0133,2025-12-10T21:01:00,794.0,5,5
FO000301,U0314,R0064,2026-03-24T19:00:00,757.0,5,1
FO000302,U0437,R0082,2026-01-19T21:17:00,185.0,4,4
FO000303,U0253,R0092,2026-02-10T15:03:00,295.0,4,5
FO000304,U0229,R0080,2025-10-02T13:05:00,716.0,5,1
FO000305,U0377,R0057,2026-03-26T11:58:00,275.0,0,3
FO000306,U0159,R0016,2026-03-10T11:30:00,402.0,0,5
FO000307,U0408,R0160,2025-12-25T15:06:00,432.0,3,1
FO000308,U0420,R0085,2026-02-11T10:49:00,520.0,4,1
FO000309,U0320,R0114,2026-02-26T11:58:00,123.0,3,1
FO000310,U0400,R0032,2025-10-16T22:03:00,311.0,5,4
FO000311,U0033,R0026,2026-03-23T11:18:00,695.0,4,1
FO000312,U0316,R0192,2026-01-14T20:50:00,562.0,0,4
FO000313,U0196,R0118,2026-01-18T11:21:00,556.0,5,1
FO000314,U0232,R0132,2025-12-24T11:06:00,109.0,5,1
FO000315,U0303,R0049,2026-02-24T20:16:00,349.0,4,5
FO000316,U0227,R0047,2025-12-02T11:03:00,189.0,4,4
FO000317,U0262,R0166,2025-12-31T20:49:00,202.0,4,3
FO000318,U0308,R0087,2025-12-14T11:33:00,511.0,5,2
FO000319,U0029,R0060,2026-02-07T09:27:00,341.0,0,2
FO000320,U0402,R0017,2025-12-27T19:44:00,584.0,4,5
FO000321,U0354,R0084,2026-02-26T13:39:00,310.0,3,2
FO000322,U0053,R0116,2025-10-11T11:40:00,256.0,0,4
FO000323,U0319,R0054,2025-12-01T13:51:00,618.0,0,4
FO000324,U0094,R0001,2026-01-01T13:01:00,488.0,0,3
FO000325,U0225,R0049,2026-03-11T13:02:00,783.0,0,2
FO000326,U0145,R0044,2025-11-26T13:21:00,693.0,0,2
FO000327,U0100,R0005,2025-11-15T11:01:00,682.0,0,4
FO000328,U0335,R0028,2025-12-26T17:29:00,268.0,5,3
FO000329,U0338,R0043,2026-02-12T21:56:00,598.0,0,2
FO000330,U0451,R0033,2025-11-18T19:44:00,362.0,4,4
FO000331,U0325,R0062,2025-10-12T14:54:00,475.0,5,2
FO000332,U0167,R0063,2025-10-14T13:55:00,189.0,4,5
FO000333,U0453,R0125,2025-11-23T23:50:00,564.0,0,2
FO000334,U0260,R0099,2026-03-15T19:31:00,463.0,0,3
FO000335,U0364,R0095,2026-02-12T21:31:00,432.0,4,4
FO000336,U0326,R0149,2026-03-16T12:57:00,242.0,5,2
FO000337,U0202,R0055,2025-12-18T19:36:00,210.0,5,3
FO000338,U0130,R0140,2025-10-22T11:18:00,411.0,3,2
FO000339,U0298,R0010,2026-01-28T13:27:00,416.0,4,4
FO000340,U0188,R0127,2025-12-21T11:11:00,409.0,3,1
FO000341,U0183,R0021,2025-12-15T10:50:00,293.0,0,1
FO000342,U0060,R0018,2026-01-01T12:21:00,238.0,3,3
FO000343,U0154,R0190,2026-03-24T14:45:00,523.0,0,5
FO000344,U0467,R0066,2025-10-03T17:52:00,343.0,4,4
FO000345,U0420,R0148,2026-03-17T21:32:00,792.0,0,4
FO000346,U0116,R0058,2025-11-23T20:37:00,650.0,5,4
FO000347,U0369,R0118,2025-12-27T18:54:00,231.0,5,4
FO000348,U0107,R0112,2026-01-24T08:23:00,197.0,5,2
FO000349,U0156,R0188,2025-10-03T21:53:00,348.0,0,4
FO000350,U0217,R0175,2026-01-12T17:20:00,511.0,4,1
FO000351,U0472,R0035,2025-11-09T18:36:00,541.0,4,5
FO000352,U0293,R0100,2026-01-06T19:04:00,474.0,0,4
FO000353,U0055,R0084,2026-02-23T17:05:00,220.0,5,5
FO000354,U0090,R0008,2026-03-26T11:11:00,239.0,4,3
FO000355,U0105,R0059,2025-12-14T11:29:00,140.0,4,1
FO000356,U0087,R0083,2026-01-14T11:08:00,476.0,4,1
FO000357,U0199,R0052,2025-11-03T17:27:00,673.0,5,4
FO000358,U0081,R0154,2026-02-25T14:32:00,602.0,4,3
FO000359,U0103,R0001,2025-11-06T19:38:00,665.0,4,3
FO000360,U0466,R0145,2026-02-03T20:02:00,616.0,3,4
FO000361,U0177,R0179,2025-12-16T12:26:00,274.0,4,4
FO000362,U0234,R0098,2026-03-18T20:06:00,375.0,0,2
FO000363,U0453,R0040,2025-12-10T17:42:00,741.0,5,2
FO000364,U0465,R0126,2026-01-14T11:23:00,154.0,0,5
FO000365,U0392,R0199,2025-12-23T12:16:00,245.0,0,4
FO000366,U0013,R0018,2026-03-13T21:29:00,367.0,5,4
FO000367,U0438,R0049,2026-01-10T13:07:00,596.0,0,3
FO000368,U0343,R0191,2026-01-27T11:05:00,484.0,0,4
FO000369,U0071,R0120,2025-12-11T13:53:00,113.0,0,2
FO000370,U0150,R0031,2026-02-14T13:04:00,570.0,0,3
FO000371,U0078,R0112,2025-12-31T21:02:00,725.0,4,2
FO000372,U0226,R0178,2025-10-13T11:24:00,583.0,4,1
FO000373,U0306,R0001,2025-10-13T14:59:00,275.0,0,2
FO000374,U0046,R0004,2026-01-16T11:21:00,674.0,5,1
FO000375,U0112,R0024,2026-03-20T12:02:00,391.0,0,3
FO000376,U0165,R0143,2026-03-10T12:59:00,479.0,4,1
FO000377,U0118,R0054,2025-10-28T12:00:00,381.0,3,1
FO000378,U0199,R0054,2026-01-26T21:52:00,295.0,4,3
FO000379,U0022,R0017,2025-11-25T20:31:00,788.0,0,5
FO000380,U0405,R0145,2025-11-13T11:38:00,327.0,5,4
FO000381,U0347,R0197,2026-03-27T12:40:00,633.0,5,3
FO000382,U0435,R0170,2026-02-01T11:38:00,738.0,4,4
FO000383,U0261,R0163,2025-11-29T21:00:00,263.0,4,1
FO000384,U0158,R0060,2026-01-18T10:03:00,196.0,4,3
FO000385,U0103,R0038,2026-01-05T11:15:00,746.0,4,4
FO000386,U0378,R0084,2025-11-04T21:50:00,632.0,4,4
FO000387,U0331,R0073,2025-10-07T21:21:00,340.0,0,5
FO000388,U0027,R0170,2025-12-03T15:38:00,711.0,4,3
FO000389,U0093,R0113,2026-03-11T19:04:00,768.0,0,2
FO000390,U0480,R0052,2025-11-02T20:35:00,682.0,0,2
FO000391,U0259,R0020,2026-01-18T17:10:00,605.0,0,4
FO000392,U0090,R0155,2025-12-03T20:28:00,777.0,0,3
FO000393,U0441,R0123,2025-10-21T19:25:00,364.0,4,4
FO000394,U0216,R0129,2026-03-06T12:52:00,768.0,4,1
FO000395,U0390,R0097,2026-01-18T17:38:00,476.0,4,2
FO000396,U0131,R0097,2026-01-27T13:24:00,493.0,4,1
FO000397,U0170,R0034,2026-01-29T12:00:00,109.0,4,3
FO000398,U0251,R0103,2026-01-15T19:24:00,443.0,5,5
FO000399,U0036,R0104,2025-10-10T11:24:00,752.0,0,2
FO000400,U0390,R0111,2025-12-05T19:32:00,596.0,5,3
FO000401,U0356,R0014,2026-03-16T19:47:00,273.0,4,1
FO000402,U0471,R0092,2026-03-11T08:44:00,566.0,0,3
FO000403,U0309,R0116,2026-03-24T12:38:00,505.0,5,2
FO000404,U0006,R0029,2025-10-24T19:25:00,594.0,0,5
FO000405,U0465,R0048,2026-01-17T19:16:00,584.0,4,5
FO000406,U0337,R0097,2026-02-28T19:48:00,713.0,5,1
FO000407,U0055,R0162,2026-02-24T19:52:00,200.0,5,2
FO000408,U0476,R0191,2026-01-10T11:10:00,671.0,0,1
FO000409,U0035,R0198,2026-03-28T19:41:00,302.0,4,2
