order_id,user_id,product_id,timestamp,quantity,amount
IO000325,U0164,P0198,2025-12-18T11:48:00,1,1389.0
IO000326,U0082,P0036,2025-11-22T17:30:00,3,970.0
IO000327,U0098,P0479,2025-10-04T17:15:00,2,288.0
IO000328,U0464,P0128,2025-12-14T09:04:00,3,78.0
IO000329,U0393,P0228,2025-12-21T17:01:00,1,253.0
IO000330,U0227,P0288,2025-10-02T10:40:00,3,36.0
IO000331,U0143,P0210,2026-03-24T19:52:00,1,407.0
IO000332,U0409,P0401,2025-10-21T18:12:00,3,152.0
IO000333,U0103,P0489,2026-01-01T15:22:00,2,52.0
IO000334,U0277,P0341,2026-01-30T10:05:00,3,428.0
IO000335,U0232,P0314,2026-02-14T14:36:00,2,927.0
IO000336,U0044,P0457,2026-03-16T18:12:00,2,149.0
IO000337,U0167,P0216,2025-12-02T14:10:00,2,130.0
IO000338,U0277,P0311,2025-10-30T19:37:00,1,608.0
IO000339,U0040,P0265,2025-11-08T16:50:00,3,137.0
IO000340,U0203,P0399,2025-11-27T13:57:00,1,1182.0
IO000341,U0366,P0374,2025-12-31T13:51:00,3,63.0
IO000342,U0241,P0496,2026-03-24T16:46:00,3,33.0
IO000343,U0267,P0007,2026-01-31T16:08:00,3,272.0
IO000344,U0473,P0307,2026-01-17T20:53:00,1,466.0
IO000345,U0313,P0251,2026-02-04T13:56:00,1,1065.0
IO000346,U0399,P0360,2025-11-13T11:36:00,1,120.0
IO000347,U0431,P0314,2026-01-18T08:02:00,2,309.0
IO000348,U0287,P0484,2025-12-20T19:28:00,3,288.0
IO000349,U0017,P0290,2026-02-10T17:35:00,3,68.0
IO000350,U0086,P0144,2025-11-08T11:54:00,2,651.0
IO000351,U0410,P0166,2026-02-12T08:46:00,3,353.0
IO000352,U0157,P0478,2025-10-21T13:27:00,2,1068.0
IO000353,U0157,P0237,2026-03-11T11:06:00,1,277.0
IO000354,U0282,P0099,2026-02-16T11:07:00,3,930.0
IO000355,U0027,P0481,2026-02-07T09:42:00,1,468.0
IO000356,U0355,P0162,2025-10-28T18:55:00,3,1323.0
IO000357,U0045,P0420,2025-11-19T12:41:00,2,610.0
IO000358,U0072,P0053,2025-11-01T10:35:00,1,165.0
IO000359,U0157,P0225,2026-03-07T12:30:00,3,298.0
IO000360,U0280,P0194,2025-11-13T18:41:00,3,67.0
IO000361,U0219,P0160,2025-11-05T10:32:00,2,40.0
IO000362,U0067,P0102,2025-10-01T18:02:00,3,343.0
IO000363,U0297,P0074,2025-10-05T10:00:00,2,33.0
IO000364,U0094,P0202,2026-01-23T17:45:00,1,964.0
IO000365,U0430,P0288,2026-02-03T16:39:00,1,72.0
IO000366,U0476,P0308,2025-10-16T16:09:00,3,196.0
IO000367,U0328,P0480,2026-02-12T18:04:00,3,260.0
IO000368,U0147,P0197,2025-12-29T14:36:00,2,283.0
IO000369,U0492,P0407,2025-11-24T19:17:00,3,165.0
IO000370,U0282,P0090,2025-10-24T15:03:00,3,780.0
IO000371,U0441,P0085,2026-02-06T21:11:00,3,530.0
IO000372,U0108,P0113,2025-11-22T12:20:00,2,455.0
IO000373,U0456,P0005,2026-03-19T17:31:00,3,102.0
IO000374,U0085,P0378,2025-11-20T11:14:00,3,654.0
IO000375,U0396,P0022,2026-01-17T18:57:00,3,356.0
IO000376,U0084,P0438,2026-03-14T12:00:00,1,202.0
IO000377,U0422,P0117,2025-10-08T21:37:00,1,369.0
IO000378,U0338,P0449,2025-10-27T09:11:00,3,466.0
IO000379,U0451,P0262,2026-03-14T13:27:00,1,366.0
IO000380,U0246,P0001,2025-10-30T15:55:00,2,90.0
IO000381,U0475,P0281,2026-03-23T17:54:00,1,192.0
IO000382,U0057,P0249,2026-03-05T09:23:00,1,450.0
IO000383,U0176,P0240,2025-10-02T18:01:00,1,475.0
IO000384,U0390,P0280,2025-10-22T13:31:00,3,849.0
IO000385,U0341,P0304,2025-12-11T12:57:00,3,42.0
IO000386,U0196,P0168,2026-01-24T12:22:00,3,103.0
IO000387,U0029,P0449,2025-12-18T15:37:00,3,932.0
IO000388,U0393,P0356,2025-11-29T08:24:00,2,140.0
IO000389,U0093,P0179,2025-11-09T13:34:00,1,159.0
IO000390,U0261,P0102,2026-01-01T14:25:00,2,686.0
IO000391,U0344,P0200,2025-12-27T21:07:00,2,334.0
IO000392,U0189,P0349,2025-11-22T20:46:00,1,294.0
IO000393,U0421,P0250,2026-03-04T08:56:00,3,822.0
IO000394,U0214,P0355,2025-11-08T19:52:00,3,1350.0
IO000395,U0129,P0322,2025-11-05T21:50:00,1,140.0
IO000396,U0222,P0071,2025-11-28T08:53:00,3,464.0
IO000397,U0075,P0030,2026-01-19T16:48:00,3,83.0
IO000398,U0001,P0075,2025-11-01T16:53:00,3,315.0
IO000399,U0438,P0199,2025-10-11T11:10:00,3,1107.0
IO000400,U0066,P0252,2026-03-24T16:25:00,2,468.0
IO000401,U0498,P0239,2026-02-12T12:40:00,2,159.0
IO000402,U0030,P0288,2026-03-20T19:00:00,2,72.0
IO000403,U0382,P0310,2026-02-06T16:24:00,3,192.0
IO000404,U0040,P0383,2025-12-20T21:55:00,1,732.0
IO000405,U0292,P0346,2025-11-10T11:27:00,1,532.0
IO000406,U0385,P0456,2026-03-08T10:46:00,1,558.0
IO000407,U0163,P0178,2025-11-11T12:09:00,2,261.0
IO000408,U0080,P0212,2026-01-29T17:28:00,2,379.0
IO000409,U0316,P0296,2025-12-26T13:17:00,3,516.0
IO000410,U0192,P0280,2026-03-08T08:46:00,1,283.0
IO000411,U0273,P0039,2026-03-18T17:09:00,3,153.0
IO000412,U0016,P0359,2025-10-12T12:38:00,1,710.0
IO000413,U0337,P0175,2026-01-31T11:46:00,2,21.0
IO000414,U0082,P0382,2025-12-29T21:22:00,2,1290.0
IO000415,U0093,P0139,2025-10-16T14:06:00,3,372.0
IO000416,U0064,P0050,2026-02-14T20:22:00,2,830.0
IO000417,U0429,P0094,2026-03-24T20:03:00,1,459.0
IO000418,U0034,P0469,2025-12-13T17:19:00,3,666.0
IO000419,U0442,P0285,2026-01-21T14:31:00,1,306.0
IO000420,U0422,P0157,2026-02-07T09:09:00,1,286.0
IO000421,U0487,P0183,2025-11-05T09:13:00,2,416.0
IO000422,U0107,P0325,2026-03-09T08:54:00,2,639.0
IO000423,U0406,P0381,2026-03-11T20:40:00,2,1095.0
IO000424,U0061,P0076,2025-11-28T21:38:00,2,1338.0
IO000425,U0111,P0395,2026-03-08T14:47:00,1,978.0
IO000426,U0042,P0129,2025-12-08T21:45:00,3,211.0
IO000427,U0052,P0189,2026-02-01T14:16:00,1,843.0
IO000428,U0268,P0107,2026-02-21T21:05:00,3,106.0
IO000429,U0077,P0018,2026-01-03T12:56:00,2,180.0
IO000430,U0253,P0184,2026-01-29T21:20:00,3,332.0
IO000431,U0138,P0445,2026-03-11T11:17:00,3,800.0
IO000432,U0172,P0365,2025-11-12T09:37:00,3,421.0
IO000433,U0466,P0305,2025-10-04T10:13:00,2,532.0
